created_at,series_id,domain,timestamp,last_value,predicted_next_value,change_pct,signal,warning,lower_bound,upper_bound,baseline,deviation_pct
2026-08-07 16:52:37.449881,WHEAT_GLOBAL,food,2026-08-06 00:00:00,630.5,572.8943832686383,-9.136,DOWN,True,580.3554253471984,596.2446390315815,553.46,3.512
2026-08-07 16:52:37.573636,LOAD_JKT,energy,2026-08-06 00:00:00,14412.0,13879.189064086706,-3.697,DOWN,False,13827.130114700543,14169.704761546596,13684.37,1.424
2026-08-07 16:52:37.657512,BBCA_JK,stock,2026-08-07 16:00:00,6375.0,6437.676463075455,0.983,UP,False,6360.576758329415,6417.126471997432,,
2026-08-07 09:36:29.996704,BTC_USD,crypto,2026-08-07 09:00:00,64888.12890625,64357.59789244054,-0.818,DOWN,False,64153.73870066383,64591.66564069361,,
2026-08-07 09:36:30.023957,CORN_GLOBAL,food,2026-08-07 00:00:00,464.5,439.4830751544286,-5.386,DOWN,False,435.1135649987161,443.7607916203476,,
2026-08-07 09:36:30.049426,NATGAS_GLOBAL,energy,2026-08-07 00:00:00,2.6459999084472656,2.740839201556459,3.584,UP,True,2.607432213839528,2.617357429571836,3.3,-16.826
2026-08-07 09:36:30.074250,OIL_GLOBAL,energy,2026-08-07 00:00:00,77.58999633789062,85.56642747474814,10.28,UP,True,74.25629034533992,88.22260826305227,71.18,20.21
2026-08-07 09:36:30.099345,SUGAR_GLOBAL,food,2026-08-07 00:00:00,15.720000267028809,15.300490669505976,-2.669,DOWN,False,14.962619937838534,15.685898511254951,,
2026-08-07 09:36:30.122548,WHEAT_GLOBAL,food,2026-08-07 00:00:00,634.0,573.0865273714556,-9.608,DOWN,False,567.7897227448135,591.5461632631803,,
2026-08-07 09:36:30.151899,LOAD_JKT,energy,2026-08-06 00:00:00,14412.0,13879.189064086706,-3.697,DOWN,False,13827.130114700543,14169.704761546596,13684.37,1.424
2026-08-07 09:36:30.173315,BBCA_JK,stock,2026-08-07 16:00:00,6375.0,6383.8726007462565,0.139,FLAT,False,6248.194017016231,6411.733183916368,,
2026-08-07 10:58:55.393516,BTC_USD,crypto,2026-08-07 10:00:00,64845.69921875,64388.60991035554,-0.705,DOWN,False,64230.02200160045,64720.07331161756,,
2026-08-07 10:58:55.424262,CORN_GLOBAL,food,2026-08-07 00:00:00,465.25,439.4830751544286,-5.538,DOWN,False,435.1135649987161,443.7607916203476,,
2026-08-07 10:58:55.453012,NATGAS_GLOBAL,energy,2026-08-07 00:00:00,2.640000104904175,2.740839201556459,3.82,UP,True,2.607432213839528,2.617357429571836,3.3,-16.826
2026-08-07 10:58:55.481745,OIL_GLOBAL,energy,2026-08-07 00:00:00,76.93000030517578,85.56642747474814,11.226,UP,True,74.25629034533992,88.22260826305227,71.18,20.212
2026-08-07 10:58:55.511303,SUGAR_GLOBAL,food,2026-08-07 00:00:00,15.779999732971191,15.300490669505976,-3.039,DOWN,False,14.962619937838534,15.685898511254951,,
2026-08-07 10:58:55.539592,WHEAT_GLOBAL,food,2026-08-07 00:00:00,634.0,573.0865273714556,-9.608,DOWN,False,567.7897227448135,591.5461632631803,,
2026-08-07 10:58:55.576899,LOAD_JKT,energy,2026-08-06 00:00:00,14412.0,13879.189064086706,-3.697,DOWN,False,13827.130114700543,14169.704761546596,13684.37,1.424
2026-08-07 10:58:55.603814,BBCA_JK,stock,2026-08-07 16:00:00,6375.0,6383.8726007462565,0.139,FLAT,False,6248.194017016231,6411.733183916368,,
2026-08-07 11:52:52.556326,BTC_USD,crypto,2026-08-07 11:00:00,64946.55859375,64343.88563666008,-0.928,DOWN,False,64330.59884916446,64641.98634261777,,
